Gene Symbol,Description,Category,Gifts,GC Id,Relevance score, GeneCards Link
"PBXIP1","PBX Homeobox Interacting Protein 1","Protein Coding","32","GC01M154944","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PBXIP1"
"PHLDB2","Pleckstrin Homology Like Domain Family B Member 2","Protein Coding","32","GC03P111732","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PHLDB2"
"RANBP10","RAN Binding Protein 10","Protein Coding","32","GC16M067723","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RANBP10"
"RBMS2","RNA Binding Motif Single Stranded Interacting Protein 2","Protein Coding","32","GC12P057210","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RBMS2"
"RBPMS2","RNA Binding Protein, MRNA Processing Factor 2","Protein Coding","32","GC15M064739","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RBPMS2"
"TRIM3","Tripartite Motif Containing 3","Protein Coding","32","GC11M006450","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRIM3"
"WDR59","WD Repeat Domain 59","Protein Coding","32","GC16M074871","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=WDR59"
"WDTC1","WD And Tetratricopeptide Repeats 1","Protein Coding","32","GC01P027614","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=WDTC1"
"YIPF3","Yip1 Domain Family Member 3","Protein Coding","32","GC06M063854","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=YIPF3"
"YPEL5","Yippee Like 5","Protein Coding","32","GC02P030108","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=YPEL5"
"CEP85L","Centrosomal Protein 85 Like","Protein Coding","31","GC06M118460","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CEP85L"
"COMMD8","COMM Domain Containing 8","Protein Coding","31","GC04M047369","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=COMMD8"
"FAM189B","Family With Sequence Similarity 189 Member B","Protein Coding","31","GC01M155248","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FAM189B"
"FUNDC2","FUN14 Domain Containing 2","Protein Coding","31","GC0XP155025","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FUNDC2"
"GNL2","G Protein Nucleolar 2","Protein Coding","31","GC01M037566","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GNL2"
"IMP4","IMP U3 Small Nucleolar Ribonucleoprotein 4","Protein Coding","31","GC02P130342","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IMP4"
"LRRC41","Leucine Rich Repeat Containing 41","Protein Coding","31","GC01M046261","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LRRC41"
"MARCHF5","Membrane Associated Ring-CH-Type Finger 5","Protein Coding","31","GC10P092297","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MARCHF5"
"MPHOSPH6","M-Phase Phosphoprotein 6","Protein Coding","31","GC16M082181","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MPHOSPH6"
"MRPS15","Mitochondrial Ribosomal Protein S15","Protein Coding","31","GC01M036455","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MRPS15"
"MRPS33","Mitochondrial Ribosomal Protein S33","Protein Coding","31","GC07M141029","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MRPS33"
"RALGAPB","Ral GTPase Activating Protein Non-Catalytic Subunit Beta","Protein Coding","31","GC20P038472","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RALGAPB"
"RNPC3","RNA Binding Region (RNP1, RRM) Containing 3","Protein Coding","31","GC01P103525","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNPC3"
"SUGP2","SURP And G-Patch Domain Containing 2","Protein Coding","31","GC19M018990","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SUGP2"
"TNRC6C","Trinucleotide Repeat Containing Adaptor 6C","Protein Coding","31","GC17P077959","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TNRC6C"
"UBL4A","Ubiquitin Like 4A","Protein Coding","31","GC0XM154483","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UBL4A"
"UQCC2","Ubiquinol-Cytochrome C Reductase Complex Assembly Factor 2","Protein Coding","31","GC06M033694","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UQCC2"
"ZNF346","Zinc Finger Protein 346","Protein Coding","31","GC05P177022","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF346"
"ZNF746","Zinc Finger Protein 746","Protein Coding","31","GC07M149472","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF746"
"AKAP17A","A-Kinase Anchoring Protein 17A","Protein Coding","30","GC0XP001591","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AKAP17A"
"C15orf39","Chromosome 15 Open Reading Frame 39","Protein Coding","30","GC15P075195","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=C15orf39"
"CEP128","Centrosomal Protein 128","Protein Coding","30","GC14M080476","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CEP128"
"CMTR1","Cap Methyltransferase 1","Protein Coding","30","GC06P080547","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CMTR1"
"COMMD3","COMM Domain Containing 3","Protein Coding","30","GC10P022315","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=COMMD3"
"COMMD5","COMM Domain Containing 5","Protein Coding","30","GC08M144837","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=COMMD5"
"COMMD9","COMM Domain Containing 9","Protein Coding","30","GC11M036293","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=COMMD9"
"LRCH3","Leucine Rich Repeats And Calponin Homology Domain Containing 3","Protein Coding","30","GC03P197791","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LRCH3"
"MAD2L1BP","MAD2L1 Binding Protein","Protein Coding","30","GC06P043629","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAD2L1BP"
"NOL6","Nucleolar Protein 6","Protein Coding","30","GC09M033451","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NOL6"
"SLC35F1","Solute Carrier Family 35 Member F1","Protein Coding","30","GC06P117907","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC35F1"
"SNRNP48","Small Nuclear Ribonucleoprotein U11/U12 Subunit 48","Protein Coding","30","GC06P007590","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNRNP48"
"SPATS2","Spermatogenesis Associated Serine Rich 2","Protein Coding","30","GC12P049366","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SPATS2"
"WDR89","WD Repeat Domain 89","Protein Coding","30","GC14M063597","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=WDR89"
"YIPF6","Yip1 Domain Family Member 6","Protein Coding","30","GC0XP068498","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=YIPF6"
"ZMYM1","Zinc Finger MYM-Type Containing 1","Protein Coding","30","GC01P035032","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZMYM1"
"ZNF598","Zinc Finger Protein 598, E3 Ubiquitin Ligase","Protein Coding","30","GC16M006687","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF598"
"CNPY4","Canopy FGF Signaling Regulator 4","Protein Coding","29","GC07P100119","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CNPY4"
"COMMD10","COMM Domain Containing 10","Protein Coding","29","GC05P116084","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=COMMD10"
"COMMD6","COMM Domain Containing 6","Protein Coding","29","GC13M075525","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=COMMD6"
"FASTKD3","FAST Kinase Domains 3","Protein Coding","29","GC05M007860","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FASTKD3"
"MAP9","Microtubule Associated Protein 9","Protein Coding","29","GC04M155342","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAP9"
"TUT7","Terminal Uridylyl Transferase 7","Protein Coding","29","GC09M092523","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TUT7"
"UQCC1","Ubiquinol-Cytochrome C Reductase Complex Assembly Factor 1","Protein Coding","29","GC20M035302","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UQCC1"
"CCDC51","Coiled-Coil Domain Containing 51","Protein Coding","28","GC03M048432","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCDC51"
"HEATR6","HEAT Repeat Containing 6","Protein Coding","28","GC17M060041","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HEATR6"
"NEURL4","Neuralized E3 Ubiquitin Protein Ligase 4","Protein Coding","28","GC17M007315","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NEURL4"
"PLGRKT","Plasminogen Receptor With A C-Terminal Lysine","Protein Coding","28","GC09M005357","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLGRKT"
"R3HDM1","R3H Domain Containing 1","Protein Coding","28","GC02P135531","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=R3HDM1"
"RRP36","Ribosomal RNA Processing 36","Protein Coding","28","GC06P043021","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RRP36"
"SELENOI","Selenoprotein I","Protein Coding","28","GC02P026310","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SELENOI"
"UTP11","UTP11 Small Subunit Processome Component","Protein Coding","28","GC01P038234","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UTP11"
"VWA8","Von Willebrand Factor A Domain Containing 8","Protein Coding","28","GC13M041569","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=VWA8"
"WRAP73","WD Repeat Containing, Antisense To TP73","Protein Coding","28","GC01M003630","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=WRAP73"
"ZNF609","Zinc Finger Protein 609","Protein Coding","28","GC15P117507","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF609"
"ZNF691","Zinc Finger Protein 691","Protein Coding","28","GC01P042847","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF691"
"ZNRD2","Zinc Ribbon Domain Containing 2","Protein Coding","28","GC11P069549","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNRD2"
"CCDC28A","Coiled-Coil Domain Containing 28A","Protein Coding","27","GC06P138773","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCDC28A"
"CMSS1","Cms1 Ribosomal Small Subunit Homolog","Protein Coding","27","GC03P099817","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CMSS1"
"DCAF10","DDB1 And CUL4 Associated Factor 10","Protein Coding","27","GC09P037800","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DCAF10"
"DIPK2A","Divergent Protein Kinase Domain 2A","Protein Coding","27","GC03P143973","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DIPK2A"
"IQCC","IQ Motif Containing C","Protein Coding","27","GC01P032205","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IQCC"
"SPTY2D1","SPT2 Chromatin Protein Domain Containing 1","Protein Coding","27","GC11M018627","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SPTY2D1"
"VPS26C","VPS26 Endosomal Protein Sorting Factor C","Protein Coding","27","GC21M037225","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=VPS26C"
"VPS35L","VPS35 Endosomal Protein Sorting Factor Like","Protein Coding","27","GC16P019555","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=VPS35L"
"ZCCHC9","Zinc Finger CCHC-Type Containing 9","Protein Coding","27","GC05P081301","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZCCHC9"
"ZNF787","Zinc Finger Protein 787","Protein Coding","27","GC19M064447","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF787"
"C16orf91","Chromosome 16 Open Reading Frame 91","Protein Coding","25","GC16M006650","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=C16orf91"
"LRCH2","Leucine Rich Repeats And Calponin Homology Domain Containing 2","Protein Coding","25","GC0XM115111","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LRCH2"
"RADX","RPA1 Related Single Stranded DNA Binding Protein, X-Linked","Protein Coding","25","GC0XP106612","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RADX"
"PROSER3","Proline And Serine Rich 3","Protein Coding","22","GC19P063463","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PROSER3"
"MIR320A","MicroRNA 320a","RNA Gene","20","GC08M022265","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR320A"
"MIR15B","MicroRNA 15b","RNA Gene","18","GC03P160404","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR15B"
"CEBPZOS","CEBPZ Opposite Strand","Protein Coding","17","GC02P037196","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CEBPZOS"
"MIR320B1","MicroRNA 320b-1","RNA Gene","15","GC01P116671","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR320B1"
"MIR320C1","MicroRNA 320c-1","RNA Gene","15","GC18P021683","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR320C1"
"IGHV3-72","Immunoglobulin Heavy Variable 3-72","Protein Coding","10","GC14M112554","0.814072251319885","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IGHV3-72"
"F10","Coagulation Factor X","Protein Coding","45","GC13P113122","0.747124135494232","https://www.genecards.org/cgi-bin/carddisp.pl?gene=F10"
"ALOX5","Arachidonate 5-Lipoxygenase","Protein Coding","44","GC10P045374","0.747124135494232","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ALOX5"
"EDN1","Endothelin 1","Protein Coding","43","GC06P012256","0.747124135494232","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EDN1"
"NEDD4","NEDD4 E3 Ubiquitin Protein Ligase","Protein Coding","42","GC15M055826","0.747124135494232","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NEDD4"
"MAF","MAF BZIP Transcription Factor","Protein Coding","41","GC16M079204","0.747124135494232","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAF"
"BMP7","Bone Morphogenetic Protein 7","Protein Coding","40","GC20M057168","0.747124135494232","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BMP7"
"LCN2","Lipocalin 2","Protein Coding","40","GC09P128149","0.747124135494232","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LCN2"
"SMURF1","SMAD Specific E3 Ubiquitin Protein Ligase 1","Protein Coding","40","GC07M099027","0.747124135494232","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SMURF1"
"EPO","Erythropoietin","Protein Coding","39","GC07P100720","0.747124135494232","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EPO"
"MAFB","MAF BZIP Transcription Factor B","Protein Coding","39","GC20M040685","0.747124135494232","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAFB"
"SMURF2","SMAD Specific E3 Ubiquitin Protein Ligase 2","Protein Coding","38","GC17M064542","0.747124135494232","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SMURF2"
"TIRAP","TIR Domain Containing Adaptor Protein","Protein Coding","38","GC11P126284","0.747124135494232","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TIRAP"
"GSTM1","Glutathione S-Transferase Mu 1","Protein Coding","37","GC01P109687","0.747124135494232","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GSTM1"
"KLRC2","Killer Cell Lectin Like Receptor C2","Protein Coding","35","GC12M020446","0.747124135494232","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KLRC2"
"XCR1","X-C Motif Chemokine Receptor 1","Protein Coding","35","GC03M046016","0.747124135494232","https://www.genecards.org/cgi-bin/carddisp.pl?gene=XCR1"
"UBE2L6","Ubiquitin Conjugating Enzyme E2 L6","Protein Coding","34","GC11M086958","0.747124135494232","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UBE2L6"
"LOC112679198","ABO +5.8 Intron 1 Enhancer","Biological Region","2","GC09P133267","0.747124135494232","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC112679198"
"LOC119086083","CCR9 Promoter Region","Biological Region","2","GC03P045885","0.747124135494232","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC119086083"
"BRAF","B-Raf Proto-Oncogene, Serine/Threonine Kinase","Protein Coding","47","GC07M140732","0.659875690937042","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BRAF"
"CAT","Catalase","Protein Coding","46","GC11P034460","0.659875690937042","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CAT"
"AFP","Alpha Fetoprotein","Protein Coding","42","GC04P073431","0.659875690937042","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AFP"
"FTL","Ferritin Light Chain","Protein Coding","42","GC19P048965","0.659875690937042","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FTL"
"BDKRB1","Bradykinin Receptor B1","Protein Coding","40","GC14P096293","0.659875690937042","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BDKRB1"
"CHI3L1","Chitinase 3 Like 1","Protein Coding","40","GC01M203148","0.659875690937042","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CHI3L1"
"IDO1","Indoleamine 2,3-Dioxygenase 1","Protein Coding","40","GC08P039891","0.659875690937042","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IDO1"
"INHBA","Inhibin Subunit Beta A","Protein Coding","40","GC07M041668","0.659875690937042","https://www.genecards.org/cgi-bin/carddisp.pl?gene=INHBA"
"FABP2","Fatty Acid Binding Protein 2","Protein Coding","38","GC04M119317","0.659875690937042","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FABP2"
"INHBB","Inhibin Subunit Beta B","Protein Coding","38","GC02P121749","0.659875690937042","https://www.genecards.org/cgi-bin/carddisp.pl?gene=INHBB"
"P2RY14","Purinergic Receptor P2Y14","Protein Coding","38","GC03M151212","0.659875690937042","https://www.genecards.org/cgi-bin/carddisp.pl?gene=P2RY14"
"SOD3","Superoxide Dismutase 3","Protein Coding","38","GC04P024798","0.659875690937042","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SOD3"
"PTGDR2","Prostaglandin D2 Receptor 2","Protein Coding","37","GC11M060850","0.659875690937042","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTGDR2"
